100,1019830
99,54260
98,248064
97,448320
96,1118250
95,17296
94,1113960
93,62496
92,408320
91,894988
90,1114390
89,448320
88,0
87,124776
86,124640
85,704
84,1046830
83,600144
82,1113440
81,671392
80,706264
79,833370
78,114296
77,927484
76,2520
75,1118250
74,3608
73,19520
72,1113960
71,914016
70,3360
69,223800
68,690028
67,14328
66,998872
65,1116420
64,1113960
63,14256
62,792
61,895354
60,24
59,566720
58,528824
57,351520
56,671620
55,974268
54,788516
53,1052610
52,1106180
51,720506
50,189240
49,1416
48,1118250
47,192036
46,1113960
45,742600
44,655632
43,93088
42,119344
41,180232
40,0
39,360
38,1118180
37,72
36,24168
35,1086210
34,319088
33,1118250
32,4936
31,46584
30,1118250
29,532924
28,727598
27,234704
26,2448
25,597832
24,919036
23,1118250
22,797996
21,1092560
20,710720
19,544656
18,762012
17,948508
16,982340
15,648
14,807356
13,0
12,33288
11,822668
10,825308
9,675656
8,1118250
7,612056
6,116168
5,482976
4,448320
3,532592
2,14328
1,1104780
-1,13472
-2,1103920
-3,585660
-4,669932
-5,635276
-6,1002080
-7,506196
-8,0
-9,442596
-10,292944
-11,295584
-12,1084960
-13,1118250
-14,310896
-15,1117600
-16,135912
-17,169744
-18,356240
-19,573596
-20,407532
-21,25696
-22,320256
-23,0
-24,199216
-25,520420
-26,1115800
-27,883548
-28,390654
-29,585328
-30,0
-31,1071670
-32,1113320
-33,0
-34,799164
-35,32040
-36,1094080
-37,1118180
-38,72
-39,1117890
-40,1118250
-41,938020
-42,998908
-43,1025160
-44,462620
-45,375652
-46,4296
-47,926216
-48,0
-49,1116840
-50,929012
-51,397746
-52,12072
-53,65644
-54,329736
-55,143984
-56,446632
-57,766732
-58,589428
-59,551532
-60,1118230
-61,222898
-62,1117460
-63,1104000
-64,4296
-65,1836
-66,119380
-67,1103920
-68,428224
-69,894452
-70,1114890
-71,204236
-72,4296
-73,1098730
-74,1114640
-75,0
-76,1115730
-77,190768
-78,1003960
-79,284882
-80,411988
-81,446860
-82,4808
-83,518108
-84,71424
-85,1117550
-86,993612
-87,993476
-88,1118250
-89,669932
-90,3864
-91,223264
-92,709932
-93,1055760
-94,4296
-95,1100960
-96,0
-97,669932
-98,870188
-99,1063990
-100,98424
