100,43368
99,0
98,7599
97,32186
96,12525
95,3108
94,37634
93,11184
92,33178
91,1872
90,55501
89,53457
88,120
87,9879
86,54413
85,52969
84,1088
83,52671
82,18230
81,52807
80,33531
79,2686
78,52969
77,52969
76,51748
75,20664
74,3990
73,28197
72,52675
71,29160
70,20819
69,39843
68,44489
67,47885
66,48363
65,9183
64,47091
63,6452
62,1458
61,3620
60,2532
59,38821
58,1458
57,55501
56,17844
55,22543
54,54673
53,52009
52,5868
51,7992
50,49071
49,50921
48,49487
47,17392
46,2532
45,25365
44,23222
43,2532
42,0
41,2532
40,7035
39,2830
38,52969
37,1566
36,45682
35,55501
34,10834
33,0
32,37829
31,0
30,2532
29,0
28,45745
27,0
26,26146
25,2532
24,21426
23,21136
22,0
21,402
20,44343
19,16070
18,1878
17,54043
16,55203
15,25876
14,26327
13,21474
12,3132
11,5464
10,54413
9,52969
8,43295
7,11554
6,40804
5,45981
4,10641
3,44329
2,9958
1,2830
-1,52671
-2,45543
-3,11172
-4,44860
-5,9520
-6,14697
-7,43947
-8,12206
-9,2532
-10,1088
-11,50037
-12,52369
-13,34027
-14,29174
-15,29625
-16,298
-17,1458
-18,53623
-19,39431
-20,11158
-21,55099
-22,55501
-23,34365
-24,34075
-25,52969
-26,29355
-27,55501
-28,9756
-29,55501
-30,52969
-31,55501
-32,17672
-33,55501
-34,44667
-35,0
-36,9819
-37,53935
-38,2532
-39,52671
-40,48466
-41,52969
-42,55501
-43,52969
-44,32279
-45,30136
-46,52969
-47,38109
-48,6014
-49,4580
-50,6430
-51,47509
-52,49633
-53,3492
-54,828
-55,32958
-56,37657
-57,0
-58,54043
-59,16680
-60,52969
-61,51881
-62,54043
-63,49049
-64,8410
-65,46318
-66,7138
-67,7616
-68,11012
-69,15658
-70,34682
-71,26341
-72,2826
-73,27304
-74,51511
-75,34837
-76,3753
-77,2532
-78,2532
-79,52815
-80,21970
-81,2694
-82,37271
-83,2830
-84,54413
-85,2532
-86,1088
-87,45622
-88,55381
-89,2044
-90,0
-91,53629
-92,22323
-93,44317
-94,17867
-95,52393
-96,42976
-97,23315
-98,47902
-99,55501
-100,12133
