formula,entropy,num sols
/home/sdorco/CBS/CBS_k3_n100_m403_b10_807.cnf,0.20600000000000002,707286
/home/sdorco/CBS/CBS_k3_n100_m403_b30_86.cnf,0.21,12700
/home/sdorco/CBS/CBS_k3_n100_m403_b90_118.cnf,0.06,126
/home/sdorco/CBS/CBS_k3_n100_m403_b90_196.cnf,0.062,180
/home/sdorco/CBS/CBS_k3_n100_m403_b90_225.cnf,0.065,228
/home/sdorco/CBS/CBS_k3_n100_m403_b10_232.cnf,0.244,474401
/home/sdorco/CBS/CBS_k3_n100_m403_b90_368.cnf,0.056,84
/home/sdorco/CBS/CBS_k3_n100_m403_b50_323.cnf,0.186,1120
/home/sdorco/CBS/CBS_k3_n100_m403_b70_739.cnf,0.11000000000000001,22686
/home/sdorco/CBS/CBS_k3_n100_m403_b70_947.cnf,0.096,4762
/home/sdorco/CBS/CBS_k3_n100_m403_b90_758.cnf,0.048,68
/home/sdorco/CBS/CBS_k3_n100_m403_b50_176.cnf,0.164,454448
/home/sdorco/CBS/CBS_k3_n100_m403_b10_99.cnf,0.20400000000000004,4203180
/home/sdorco/CBS/CBS_k3_n100_m403_b90_626.cnf,0.054,108
/home/sdorco/CBS/CBS_k3_n100_m403_b30_945.cnf,0.166,226264
/home/sdorco/CBS/CBS_k3_n100_m403_b70_54.cnf,0.10799999999999998,3728
/home/sdorco/CBS/CBS_k3_n100_m403_b50_553.cnf,0.178,30296
/home/sdorco/CBS/CBS_k3_n100_m403_b70_276.cnf,0.128,20712
/home/sdorco/CBS/CBS_k3_n100_m403_b90_992.cnf,0.064,196
/home/sdorco/CBS/CBS_k3_n100_m403_b50_88.cnf,0.08600000000000002,848
/home/sdorco/CBS/CBS_k3_n100_m403_b30_179.cnf,0.17,207486
/home/sdorco/CBS/CBS_k3_n100_m403_b70_736.cnf,0.10400000000000001,7360
/home/sdorco/CBS/CBS_k3_n100_m403_b50_146.cnf,0.118,2836
/home/sdorco/CBS/CBS_k3_n100_m403_b10_877.cnf,0.276,135972
/home/sdorco/CBS/CBS_k3_n100_m403_b70_629.cnf,0.138,41936
/home/sdorco/CBS/CBS_k3_n100_m403_b90_714.cnf,0.07200000000000001,384
/home/sdorco/CBS/CBS_k3_n100_m403_b50_125.cnf,0.32599999999999996,112
/home/sdorco/CBS/CBS_k3_n100_m403_b50_42.cnf,0.126,920
/home/sdorco/CBS/CBS_k3_n100_m403_b90_255.cnf,0.066,280
/home/sdorco/CBS/CBS_k3_n100_m403_b70_559.cnf,0.136,2864
/home/sdorco/CBS/CBS_k3_n100_m403_b70_552.cnf,0.09200000000000001,4544
/home/sdorco/CBS/CBS_k3_n100_m403_b30_733.cnf,0.21800000000000003,2354
/home/sdorco/CBS/CBS_k3_n100_m403_b10_595.cnf,0.192,5826100
/home/sdorco/CBS/CBS_k3_n100_m403_b90_672.cnf,0.08,576
/home/sdorco/CBS/CBS_k3_n100_m403_b10_752.cnf,0.288,69677
/home/sdorco/CBS/CBS_k3_n100_m403_b30_306.cnf,0.08600000000000001,1465
/home/sdorco/CBS/CBS_k3_n100_m403_b90_697.cnf,0.068,368
/home/sdorco/CBS/CBS_k3_n100_m403_b70_193.cnf,0.122,11528
/home/sdorco/CBS/CBS_k3_n100_m403_b30_569.cnf,0.14,64200
/home/sdorco/CBS/CBS_k3_n100_m403_b30_594.cnf,0.216,25358
/home/sdorco/CBS/CBS_k3_n100_m403_b10_951.cnf,0.194,94952
/home/sdorco/CBS/CBS_k3_n100_m403_b30_612.cnf,0.18800000000000003,65864
/home/sdorco/CBS/CBS_k3_n100_m403_b50_760.cnf,0.082,856
/home/sdorco/CBS/CBS_k3_n100_m403_b10_208.cnf,0.30000000000000004,127036
/home/sdorco/CBS/CBS_k3_n100_m403_b90_812.cnf,0.064,360
/home/sdorco/CBS/CBS_k3_n100_m403_b10_348.cnf,0.16,42666
/home/sdorco/CBS/CBS_k3_n100_m403_b10_578.cnf,0.28800000000000003,72856
/home/sdorco/CBS/CBS_k3_n100_m403_b10_788.cnf,0.264,101550
/home/sdorco/CBS/CBS_k3_n100_m403_b30_947.cnf,0.12,106150
/home/sdorco/CBS/CBS_k3_n100_m403_b50_54.cnf,0.108,26596
/home/sdorco/CBS/CBS_k3_n100_m403_b70_237.cnf,0.11399999999999999,13536
/home/sdorco/CBS/CBS_k3_n100_m403_b10_86.cnf,0.23,346602
/home/sdorco/CBS/CBS_k3_n100_m403_b30_0.cnf,0.152,12910
/home/sdorco/CBS/CBS_k3_n100_m403_b10_800.cnf,0.24200000000000002,134358
/home/sdorco/CBS/CBS_k3_n100_m403_b50_487.cnf,0.11200000000000002,6474
/home/sdorco/CBS/CBS_k3_n100_m403_b70_639.cnf,0.128,137
/home/sdorco/CBS/CBS_k3_n100_m403_b50_971.cnf,0.055999999999999994,138
/home/sdorco/CBS/CBS_k3_n100_m403_b30_203.cnf,0.132,34248
/home/sdorco/CBS/CBS_k3_n100_m403_b10_868.cnf,0.266,7270
/home/sdorco/CBS/CBS_k3_n100_m403_b50_5.cnf,0.17200000000000001,73118
/home/sdorco/CBS/CBS_k3_n100_m403_b50_396.cnf,0.385,42
/home/sdorco/CBS/CBS_k3_n100_m403_b30_185.cnf,0.22799999999999998,17902
/home/sdorco/CBS/CBS_k3_n100_m403_b10_765.cnf,0.22000000000000003,207831
/home/sdorco/CBS/CBS_k3_n100_m403_b90_405.cnf,0.084,640
/home/sdorco/CBS/CBS_k3_n100_m403_b70_664.cnf,0.14800000000000002,628
/home/sdorco/CBS/CBS_k3_n100_m403_b50_426.cnf,0.14600000000000002,10564
/home/sdorco/CBS/CBS_k3_n100_m403_b30_155.cnf,0.19000000000000003,2970
/home/sdorco/CBS/CBS_k3_n100_m403_b10_61.cnf,0.232,57060
/home/sdorco/CBS/CBS_k3_n100_m403_b10_726.cnf,0.186,22273
/home/sdorco/CBS/CBS_k3_n100_m403_b50_477.cnf,0.07200000000000001,644
/home/sdorco/CBS/CBS_k3_n100_m403_b50_254.cnf,0.068,528
/home/sdorco/CBS/CBS_k3_n100_m403_b50_975.cnf,0.118,18088
/home/sdorco/CBS/CBS_k3_n100_m403_b70_668.cnf,0.15600000000000003,342
/home/sdorco/CBS/CBS_k3_n100_m403_b70_373.cnf,0.12,17312
/home/sdorco/CBS/CBS_k3_n100_m403_b70_94.cnf,0.124,158
/home/sdorco/CBS/CBS_k3_n100_m403_b70_90.cnf,0.158,150
/home/sdorco/CBS/CBS_k3_n100_m403_b50_719.cnf,0.18000000000000002,1022
/home/sdorco/CBS/CBS_k3_n100_m403_b10_601.cnf,0.266,11072
/home/sdorco/CBS/CBS_k3_n100_m403_b70_268.cnf,0.116,1296
/home/sdorco/CBS/CBS_k3_n100_m403_b50_822.cnf,0.124,33088
/home/sdorco/CBS/CBS_k3_n100_m403_b90_751.cnf,0.065,208
/home/sdorco/CBS/CBS_k3_n100_m403_b70_928.cnf,0.074,736
/home/sdorco/CBS/CBS_k3_n100_m403_b70_506.cnf,0.12,882
/home/sdorco/CBS/CBS_k3_n100_m403_b70_103.cnf,0.112,7344
/home/sdorco/CBS/CBS_k3_n100_m403_b50_954.cnf,0.09,4312
/home/sdorco/CBS/CBS_k3_n100_m403_b10_405.cnf,0.278,104640
/home/sdorco/CBS/CBS_k3_n100_m403_b70_689.cnf,0.096,904
/home/sdorco/CBS/CBS_k3_n100_m403_b30_6.cnf,0.15000000000000002,65868
/home/sdorco/CBS/CBS_k3_n100_m403_b50_522.cnf,0.162,2840
/home/sdorco/CBS/CBS_k3_n100_m403_b30_413.cnf,0.19,30128
/home/sdorco/CBS/CBS_k3_n100_m403_b90_304.cnf,0.046,144
/home/sdorco/CBS/CBS_k3_n100_m403_b10_6.cnf,0.378,2864
/home/sdorco/CBS/CBS_k3_n100_m403_b90_661.cnf,0.09,768
/home/sdorco/CBS/CBS_k3_n100_m403_b50_860.cnf,0.142,4756
/home/sdorco/CBS/CBS_k3_n100_m403_b50_726.cnf,0.15,31572
/home/sdorco/CBS/CBS_k3_n100_m403_b30_457.cnf,0.232,4112
/home/sdorco/CBS/CBS_k3_n100_m403_b30_176.cnf,0.196,177682
/home/sdorco/CBS/CBS_k3_n100_m403_b90_591.cnf,0.076,320
/home/sdorco/CBS/CBS_k3_n100_m403_b70_493.cnf,0.132,92740
/home/sdorco/CBS/CBS_k3_n100_m403_b30_271.cnf,0.224,18524
/home/sdorco/CBS/CBS_k3_n100_m403_b50_903.cnf,0.18999999999999997,1708
/home/sdorco/CBS/CBS_k3_n100_m403_b70_895.cnf,0.086,2332
/home/sdorco/CBS/CBS_k3_n100_m403_b70_206.cnf,0.094,606
/home/sdorco/CBS/CBS_k3_n100_m403_b50_948.cnf,0.09999999999999999,3224
/home/sdorco/CBS/CBS_k3_n100_m403_b70_360.cnf,0.10400000000000001,4402
/home/sdorco/CBS/CBS_k3_n100_m403_b30_964.cnf,0.17400000000000002,90328
/home/sdorco/CBS/CBS_k3_n100_m403_b90_808.cnf,0.068,224
/home/sdorco/CBS/CBS_k3_n100_m403_b50_129.cnf,0.112,11904
/home/sdorco/CBS/CBS_k3_n100_m403_b70_432.cnf,0.124,3872
/home/sdorco/CBS/CBS_k3_n100_m403_b90_861.cnf,0.07,224
/home/sdorco/CBS/CBS_k3_n100_m403_b90_201.cnf,0.07,120
/home/sdorco/CBS/CBS_k3_n100_m403_b70_69.cnf,0.17400000000000002,1568
/home/sdorco/CBS/CBS_k3_n100_m403_b30_105.cnf,0.09600000000000002,1380
/home/sdorco/CBS/CBS_k3_n100_m403_b50_335.cnf,0.116,5124
/home/sdorco/CBS/CBS_k3_n100_m403_b10_505.cnf,0.14200000000000002,29114
/home/sdorco/CBS/CBS_k3_n100_m403_b50_561.cnf,0.152,268
/home/sdorco/CBS/CBS_k3_n100_m403_b50_635.cnf,0.116,10260
/home/sdorco/CBS/CBS_k3_n100_m403_b10_960.cnf,0.17800000000000002,681244
/home/sdorco/CBS/CBS_k3_n100_m403_b30_29.cnf,0.18000000000000002,1560680
/home/sdorco/CBS/CBS_k3_n100_m403_b10_573.cnf,0.17400000000000002,157932
/home/sdorco/CBS/CBS_k3_n100_m403_b10_101.cnf,0.30400000000000005,14206
/home/sdorco/CBS/CBS_k3_n100_m403_b90_919.cnf,0.057999999999999996,168
/home/sdorco/CBS/CBS_k3_n100_m403_b30_993.cnf,0.43200000000000005,4488
/home/sdorco/CBS/CBS_k3_n100_m403_b30_758.cnf,0.156,285354
/home/sdorco/CBS/CBS_k3_n100_m403_b90_725.cnf,0.056,112
/home/sdorco/CBS/CBS_k3_n100_m403_b10_682.cnf,0.395,17784
/home/sdorco/CBS/CBS_k3_n100_m403_b70_228.cnf,0.10799999999999998,3944
/home/sdorco/CBS/CBS_k3_n100_m403_b50_26.cnf,0.092,3556
/home/sdorco/CBS/CBS_k3_n100_m403_b70_930.cnf,0.08600000000000001,160
/home/sdorco/CBS/CBS_k3_n100_m403_b50_609.cnf,0.14,534
/home/sdorco/CBS/CBS_k3_n100_m403_b30_767.cnf,0.28,8918
/home/sdorco/CBS/CBS_k3_n100_m403_b50_354.cnf,0.15800000000000003,3411
/home/sdorco/CBS/CBS_k3_n100_m403_b70_726.cnf,0.152,10392
/home/sdorco/CBS/CBS_k3_n100_m403_b30_800.cnf,0.154,8302
/home/sdorco/CBS/CBS_k3_n100_m403_b90_170.cnf,0.066,96
/home/sdorco/CBS/CBS_k3_n100_m403_b30_923.cnf,0.13999999999999999,6766
/home/sdorco/CBS/CBS_k3_n100_m403_b30_168.cnf,0.11400000000000002,18892
/home/sdorco/CBS/CBS_k3_n100_m403_b90_733.cnf,0.07,264
/home/sdorco/CBS/CBS_k3_n100_m403_b70_597.cnf,0.102,2921
/home/sdorco/CBS/CBS_k3_n100_m403_b10_181.cnf,0.15400000000000003,117252
/home/sdorco/CBS/CBS_k3_n100_m403_b10_436.cnf,0.226,204204
/home/sdorco/CBS/CBS_k3_n100_m403_b90_894.cnf,0.057999999999999996,64
/home/sdorco/CBS/CBS_k3_n100_m403_b70_645.cnf,0.132,37732
/home/sdorco/CBS/CBS_k3_n100_m403_b10_767.cnf,0.30000000000000004,131002
/home/sdorco/CBS/CBS_k3_n100_m403_b30_784.cnf,0.21800000000000003,14581
/home/sdorco/CBS/CBS_k3_n100_m403_b70_114.cnf,0.112,15320
/home/sdorco/CBS/CBS_k3_n100_m403_b10_855.cnf,0.15000000000000002,52042
/home/sdorco/CBS/CBS_k3_n100_m403_b90_853.cnf,0.06,168
/home/sdorco/CBS/CBS_k3_n100_m403_b70_141.cnf,0.13,1164
/home/sdorco/CBS/CBS_k3_n100_m403_b90_148.cnf,0.07800000000000001,448
/home/sdorco/CBS/CBS_k3_n100_m403_b10_606.cnf,0.34400000000000003,103216
/home/sdorco/CBS/CBS_k3_n100_m403_b50_766.cnf,0.142,784
/home/sdorco/CBS/CBS_k3_n100_m403_b50_24.cnf,0.23399999999999999,3428
/home/sdorco/CBS/CBS_k3_n100_m403_b10_799.cnf,0.19,7090950
/home/sdorco/CBS/CBS_k3_n100_m403_b90_320.cnf,0.068,272
/home/sdorco/CBS/CBS_k3_n100_m403_b10_385.cnf,0.252,946379
/home/sdorco/CBS/CBS_k3_n100_m403_b10_920.cnf,0.26799999999999996,17820
/home/sdorco/CBS/CBS_k3_n100_m403_b50_167.cnf,0.10200000000000001,6620
/home/sdorco/CBS/CBS_k3_n100_m403_b70_457.cnf,0.114,20833
/home/sdorco/CBS/CBS_k3_n100_m403_b30_259.cnf,0.136,102574
/home/sdorco/CBS/CBS_k3_n100_m403_b50_762.cnf,0.138,354
/home/sdorco/CBS/CBS_k3_n100_m403_b10_59.cnf,0.20800000000000002,5176
/home/sdorco/CBS/CBS_k3_n100_m403_b50_536.cnf,0.14800000000000002,169116
/home/sdorco/CBS/CBS_k3_n100_m403_b70_809.cnf,0.10800000000000001,18744
/home/sdorco/CBS/CBS_k3_n100_m403_b30_477.cnf,0.17200000000000001,62056
/home/sdorco/CBS/CBS_k3_n100_m403_b10_889.cnf,0.192,1114020
/home/sdorco/CBS/CBS_k3_n100_m403_b10_785.cnf,0.30000000000000004,5671
/home/sdorco/CBS/CBS_k3_n100_m403_b90_5.cnf,0.07600000000000001,392
/home/sdorco/CBS/CBS_k3_n100_m403_b30_806.cnf,0.12200000000000001,20272
/home/sdorco/CBS/CBS_k3_n100_m403_b90_207.cnf,0.088,512
/home/sdorco/CBS/CBS_k3_n100_m403_b90_920.cnf,0.038000000000000006,36
/home/sdorco/CBS/CBS_k3_n100_m403_b30_183.cnf,0.158,3448
/home/sdorco/CBS/CBS_k3_n100_m403_b10_786.cnf,0.188,634972
/home/sdorco/CBS/CBS_k3_n100_m403_b70_944.cnf,0.104,4216
/home/sdorco/CBS/CBS_k3_n100_m403_b30_691.cnf,0.094,1854
/home/sdorco/CBS/CBS_k3_n100_m403_b50_759.cnf,0.15200000000000002,2712
/home/sdorco/CBS/CBS_k3_n100_m403_b10_298.cnf,0.154,690204
/home/sdorco/CBS/CBS_k3_n100_m403_b10_388.cnf,0.402,15928
/home/sdorco/CBS/CBS_k3_n100_m403_b10_177.cnf,0.272,45813
/home/sdorco/CBS/CBS_k3_n100_m403_b50_339.cnf,0.22200000000000003,10756
/home/sdorco/CBS/CBS_k3_n100_m403_b50_363.cnf,0.082,2598
/home/sdorco/CBS/CBS_k3_n100_m403_b50_697.cnf,0.14800000000000002,800
/home/sdorco/CBS/CBS_k3_n100_m403_b70_247.cnf,0.11,3782
/home/sdorco/CBS/CBS_k3_n100_m403_b90_895.cnf,0.059,72
/home/sdorco/CBS/CBS_k3_n100_m403_b90_25.cnf,0.078,384
/home/sdorco/CBS/CBS_k3_n100_m403_b30_402.cnf,0.18600000000000003,449224
/home/sdorco/CBS/CBS_k3_n100_m403_b10_943.cnf,0.184,341762
/home/sdorco/CBS/CBS_k3_n100_m403_b50_575.cnf,0.128,88
/home/sdorco/CBS/CBS_k3_n100_m403_b50_892.cnf,0.23800000000000002,5444
/home/sdorco/CBS/CBS_k3_n100_m403_b90_613.cnf,0.052000000000000005,180
/home/sdorco/CBS/CBS_k3_n100_m403_b90_775.cnf,0.062,252
/home/sdorco/CBS/CBS_k3_n100_m403_b50_373.cnf,0.144,1616
/home/sdorco/CBS/CBS_k3_n100_m403_b70_565.cnf,0.12200000000000003,15536
/home/sdorco/CBS/CBS_k3_n100_m403_b50_895.cnf,0.21800000000000003,576
/home/sdorco/CBS/CBS_k3_n100_m403_b70_795.cnf,0.12000000000000001,29492
/home/sdorco/CBS/CBS_k3_n100_m403_b50_408.cnf,0.126,3386
/home/sdorco/CBS/CBS_k3_n100_m403_b30_485.cnf,0.16000000000000003,624980
/home/sdorco/CBS/CBS_k3_n100_m403_b50_226.cnf,0.11500000000000002,1064
/home/sdorco/CBS/CBS_k3_n100_m403_b30_198.cnf,0.192,2588
/home/sdorco/CBS/CBS_k3_n100_m403_b10_890.cnf,0.23600000000000002,75957
/home/sdorco/CBS/CBS_k3_n100_m403_b10_188.cnf,0.17400000000000002,38130
/home/sdorco/CBS/CBS_k3_n100_m403_b70_985.cnf,0.101,2736
/home/sdorco/CBS/CBS_k3_n100_m403_b50_434.cnf,0.11800000000000001,654
/home/sdorco/CBS/CBS_k3_n100_m403_b50_710.cnf,0.214,3522
/home/sdorco/CBS/CBS_k3_n100_m403_b10_82.cnf,0.17200000000000001,405680
/home/sdorco/CBS/CBS_k3_n100_m403_b30_605.cnf,0.17200000000000001,159096
/home/sdorco/CBS/CBS_k3_n100_m403_b10_33.cnf,0.17400000000000002,66544
/home/sdorco/CBS/CBS_k3_n100_m403_b70_29.cnf,0.13399999999999998,9056
/home/sdorco/CBS/CBS_k3_n100_m403_b70_329.cnf,0.136,26544
/home/sdorco/CBS/CBS_k3_n100_m403_b10_326.cnf,0.196,131420
/home/sdorco/CBS/CBS_k3_n100_m403_b90_547.cnf,0.07200000000000001,272
/home/sdorco/CBS/CBS_k3_n100_m403_b10_912.cnf,0.29200000000000004,107977
/home/sdorco/CBS/CBS_k3_n100_m403_b10_742.cnf,0.34800000000000003,63217
/home/sdorco/CBS/CBS_k3_n100_m403_b50_366.cnf,0.106,5630
/home/sdorco/CBS/CBS_k3_n100_m403_b30_796.cnf,0.272,10896
/home/sdorco/CBS/CBS_k3_n100_m403_b50_732.cnf,0.156,206032
/home/sdorco/CBS/CBS_k3_n100_m403_b70_293.cnf,0.10600000000000001,2512
/home/sdorco/CBS/CBS_k3_n100_m403_b30_591.cnf,0.18400000000000002,205848
/home/sdorco/CBS/CBS_k3_n100_m403_b50_37.cnf,0.18900000000000003,318
/home/sdorco/CBS/CBS_k3_n100_m403_b90_202.cnf,0.068,160
/home/sdorco/CBS/CBS_k3_n100_m403_b10_317.cnf,0.156,331836
/home/sdorco/CBS/CBS_k3_n100_m403_b50_14.cnf,0.266,23488
/home/sdorco/CBS/CBS_k3_n100_m403_b50_457.cnf,0.08100000000000002,1292
/home/sdorco/CBS/CBS_k3_n100_m403_b70_960.cnf,0.182,112
/home/sdorco/CBS/CBS_k3_n100_m403_b30_88.cnf,0.138,7304
/home/sdorco/CBS/CBS_k3_n100_m403_b50_312.cnf,0.085,1728
/home/sdorco/CBS/CBS_k3_n100_m403_b50_577.cnf,0.134,240
/home/sdorco/CBS/CBS_k3_n100_m403_b70_520.cnf,0.126,492
/home/sdorco/CBS/CBS_k3_n100_m403_b50_610.cnf,0.092,1568
/home/sdorco/CBS/CBS_k3_n100_m403_b30_475.cnf,0.17,2918
/home/sdorco/CBS/CBS_k3_n100_m403_b70_122.cnf,0.134,3700
/home/sdorco/CBS/CBS_k3_n100_m403_b90_773.cnf,0.066,240
/home/sdorco/CBS/CBS_k3_n100_m403_b30_620.cnf,0.15,1423
/home/sdorco/CBS/CBS_k3_n100_m403_b10_818.cnf,0.18800000000000003,418398
/home/sdorco/CBS/CBS_k3_n100_m403_b50_178.cnf,0.044,64
/home/sdorco/CBS/CBS_k3_n100_m403_b10_815.cnf,0.17200000000000001,532340
/home/sdorco/CBS/CBS_k3_n100_m403_b10_279.cnf,0.23399999999999999,503922
/home/sdorco/CBS/CBS_k3_n100_m403_b30_360.cnf,0.17400000000000002,83208
/home/sdorco/CBS/CBS_k3_n100_m403_b70_806.cnf,0.098,2680
/home/sdorco/CBS/CBS_k3_n100_m403_b90_583.cnf,0.078,384
/home/sdorco/CBS/CBS_k3_n100_m403_b70_440.cnf,0.094,2508
/home/sdorco/CBS/CBS_k3_n100_m403_b30_5.cnf,0.18000000000000002,5696
/home/sdorco/CBS/CBS_k3_n100_m403_b50_356.cnf,0.148,77464
/home/sdorco/CBS/CBS_k3_n100_m403_b30_975.cnf,0.134,112550
/home/sdorco/CBS/CBS_k3_n100_m403_b70_554.cnf,0.108,46560
